*_*********꧁鑫҉磊҉直҉播҉源꧂*********_*
______      _               _  _          
| ___ \    | |             | || |         
| |_/ /___ | |_  _ __  ___ | || |_ __   __
|  __// _ \| __|| '__|/ _ \| || __|\ \ / /
| |  |  __/| |_ | |  |  __/| || |_  \ V / 
\_|   \___| \__||_|   \___||_| \__|  \_/  
//免费软件꙰严禁商业꙰仅供测试꙰违者自负!꙰//
//如果你抓包了获取到了直播源,请自用,别公开,谢谢！//

--綫路壹4GTV--
🌏綜合其他,#genre#
三立新聞iNEWS,http://220.135.64.124:5050/4gtv-live089/index.m3u8?proxy=true
三立新聞iNEWS,http://220.135.64.124:5050/iNEWS/index.m3u8?proxy=true
鏡電視新聞台,http://220.135.64.124:5050/4gtv-4gtv075/index.m3u8?proxy=true
鏡電視新聞台,http://220.135.64.124:5050/li-4gtv-4gtv075/index.m3u8?proxy=true
東森財經新聞台,http://220.135.64.124:5050/4gtv-4gtv153/index.m3u8?proxy=true
東森財經新聞台,http://220.135.64.124:5050/li-4gtv-4gtv153/index.m3u8?proxy=true
半島國際新聞台,http://220.135.64.124:5050/litv-ftv10/index.m3u8?proxy=true
半島國際新聞台,http://220.135.64.124:5050/li-litv-ftv10/index.m3u8?proxy=true
TVBS HD,http://220.135.64.124:5050/4gtv-4gtv073/index.m3u8?proxy=true
TVBS HD,http://220.135.64.124:5050/li-4gtv-4gtv073/index.m3u8?proxy=true
TVBS 新聞,http://220.135.64.124:5050/li-4gtv-4gtv072/index.m3u8?proxy=true
第1商業台,http://220.135.64.124:5050/4gtv-4gtv104/index.m3u8?proxy=true
第1商業台,http://220.135.64.124:5050/li-4gtv-4gtv104/index.m3u8?proxy=true
倪珍報氣象,http://220.135.64.124:5050/nnews-wf/index.m3u8?proxy=true
倪珍播新聞,http://220.135.64.124:5050/nnews-zh/index.m3u8?proxy=true
倪珍越語新聞,http://220.135.64.124:5050/nnews-vn/index.m3u8?proxy=true
DW德國之聲,http://220.135.64.124:5050/4gtv-live071/index.m3u8?proxy=true
VOA美國之音,http://220.135.64.124:5050/litv-ftv03/index.m3u8?proxy=true
VOA美國之音,http://220.135.64.124:5050/li-litv-ftv03/index.m3u8?proxy=true
Bloomberg TV,http://220.135.64.124:5050/4gtv-live059/index.m3u8?proxy=true
SBN全球財經台,http://220.135.64.124:5050/4gtv-live060/index.m3u8?proxy=true
FRANCE24英文台,http://220.135.64.124:5050/4gtv-live146/index.m3u8?proxy=true
CNBC Asia 財經台,http://220.135.64.124:5050/4gtv-live130/index.m3u8?proxy=true

⚽體育競技,#genre#
車迷TV,http://220.135.64.124:5050/4gtv-live201/index.m3u8?proxy=true
時尚運動X,http://220.135.64.124:5050/4gtv-4gtv014/index.m3u8?proxy=true
時尚運動X,http://220.135.64.124:5050/li-4gtv-4gtv014/index.m3u8?proxy=true
智林體育台,http://220.135.64.124:5050/4gtv-4gtv101/index.m3u8?proxy=true
智林體育台,http://220.135.64.124:5050/li-4gtv-4gtv101/index.m3u8?proxy=true
博斯魅力台,http://220.135.64.124:5050/litv-longturn04/index.m3u8?proxy=true
博斯網球台,http://220.135.64.124:5050/litv-longturn09/index.m3u8?proxy=true
博斯高球一台,http://220.135.64.124:5050/litv-longturn05/index.m3u8?proxy=true
博斯高球二台,http://220.135.64.124:5050/litv-longturn06/index.m3u8?proxy=true
博斯運動一台,http://220.135.64.124:5050/litv-longturn07/index.m3u8?proxy=true
博斯運動二台,http://220.135.64.124:5050/litv-longturn08/index.m3u8?proxy=true
博斯無限一台,http://220.135.64.124:5050/litv-longturn10/index.m3u8?proxy=true
博斯無限二台,http://220.135.64.124:5050/litv-longturn13/index.m3u8?proxy=true
Ginx TV 電競頻道,http://220.135.64.124:5050/4gtv-4gtv053/index.m3u8?proxy=true
Ginx TV 電競頻道,http://220.135.64.124:5050/li-4gtv-4gtv053/index.m3u8?proxy=true
TRACE Sport Stars,http://220.135.64.124:5050/4gtv-4gtv077/index.m3u8?proxy=true
TRACE Sport Stars,http://220.135.64.124:5050/li-4gtv-4gtv077/index.m3u8?proxy=true

🎏紀實探索,#genre#
影迷數位紀實台,http://220.135.64.124:5050/litv-ftv15/index.m3u8?proxy=true
影迷數位紀實台,http://220.135.64.124:5050/li-litv-ftv15/index.m3u8?proxy=true
視納華仁紀實頻道,http://220.135.64.124:5050/4gtv-4gtv013/index.m3u8?proxy=true
視納華仁紀實頻道,http://220.135.64.124:5050/li-4gtv-4gtv013/index.m3u8?proxy=true
CI 罪案偵查頻道,http://220.135.64.124:5050/4gtv-live027/index.m3u8?proxy=true
History 歷史頻道,http://220.135.64.124:5050/4gtv-live026/index.m3u8?proxy=true

📺歐飛點播,#genre#
三國,http://220.135.64.124:5050/ofiii103/index.m3u8?proxy=true
扶搖,http://220.135.64.124:5050/ofiii102/index.m3u8?proxy=true
獵狐,http://220.135.64.124:5050/ofiii120/index.m3u8?proxy=true
司藤,http://220.135.64.124:5050/ofiii123/index.m3u8?proxy=true
茶金,http://220.135.64.124:5050/ofiii155/index.m3u8?proxy=true
苦力,http://220.135.64.124:5050/ofiii156/index.m3u8?proxy=true
戰神,http://220.135.64.124:5050/ofiii197/index.m3u8?proxy=true
琅琊榜,http://220.135.64.124:5050/ofiii101/index.m3u8?proxy=true
長樂曲,http://220.135.64.124:5050/ofiii105/index.m3u8?proxy=true
楚喬傳,http://220.135.64.124:5050/ofiii110/index.m3u8?proxy=true
九重紫,http://220.135.64.124:5050/ofiii114/index.m3u8?proxy=true
膽大黨,http://220.135.64.124:5050/ofiii183/index.m3u8?proxy=true
步步驚心,http://220.135.64.124:5050/ofiii113/index.m3u8?proxy=true
不良笑花,http://220.135.64.124:5050/ofiii196/index.m3u8?proxy=true
第一神拳,http://220.135.64.124:5050/ofiii163/index.m3u8?proxy=true
看板人物,http://220.135.64.124:5050/ofiii138/index.m3u8?proxy=true
狂人日誌,http://220.135.64.124:5050/ofiii217/index.m3u8?proxy=true
法眼黑與白,http://220.135.64.124:5050/ofiii134/index.m3u8?proxy=true
電動車時代,http://220.135.64.124:5050/ofiii215/index.m3u8?proxy=true
豬哥壹級棒,http://220.135.64.124:5050/ofiii126/index.m3u8?proxy=true
綜藝玩很大,http://220.135.64.124:5050/ofiii130/index.m3u8?proxy=true
天才衝衝衝,http://220.135.64.124:5050/ofiii135/index.m3u8?proxy=true
女人我最大,http://220.135.64.124:5050/ofiii137/index.m3u8?proxy=true
公視金獎台,http://220.135.64.124:5050/ofiii13/index.m3u8?proxy=true
東森娛樂台,http://220.135.64.124:5050/ofiii32/index.m3u8?proxy=true
寰宇全視界,http://220.135.64.124:5050/ofiii204/index.m3u8?proxy=true
新聞大白話,http://220.135.64.124:5050/ofiii202/index.m3u8?proxy=true
環球大戰線,http://220.135.64.124:5050/ofiii206/index.m3u8?proxy=true
少康戰情室,http://220.135.64.124:5050/ofiii207/index.m3u8?proxy=true
非凡大探索,http://220.135.64.124:5050/ofiii234/index.m3u8?proxy=true
大新聞大爆卦,http://220.135.64.124:5050/ofiii201/index.m3u8?proxy=true
闽南國民大會,http://220.135.64.124:5050/ofiii208/index.m3u8?proxy=true
文茜的世界周報,http://220.135.64.124:5050/ofiii203/index.m3u8?proxy=true
文茜的世界財經周報,http://220.135.64.124:5050/ofiii205/index.m3u8?proxy=true
包青天 1993,http://220.135.64.124:5050/ofiii151/index.m3u8?proxy=true
倚天屠龍記 2019,http://220.135.64.124:5050/ofiii111/index.m3u8?proxy=true
東宮(完整版),http://220.135.64.124:5050/ofiii108/index.m3u8?proxy=true
獵人(中文版),http://220.135.64.124:5050/ofiii167/index.m3u8?proxy=true
爆漫王(中文版),http://220.135.64.124:5050/ofiii181/index.m3u8?proxy=true
烘焙王(中文版),http://220.135.64.124:5050/ofiii176/index.m3u8?proxy=true
刀劍神域(中文版),http://220.135.64.124:5050/ofiii164/index.m3u8?proxy=true
隊長小翼(中文版),http://220.135.64.124:5050/ofiii169/index.m3u8?proxy=true
脖子解說 Mr. Neck,http://220.135.64.124:5050/ofiii218/index.m3u8?proxy=true
哆啦Ａ夢台,http://220.135.64.124:5050/ofiii22/index.m3u8?proxy=true
新哆啦A夢(中文版),http://220.135.64.124:5050/ofiii23/index.m3u8?proxy=true
蠟筆小新(中文版),http://220.135.64.124:5050/ofiii165/index.m3u8?proxy=true
白雪公主非死不可,http://220.135.64.124:5050/ofiii146/index.m3u8?proxy=true
鋼之鍊金術師,http://220.135.64.124:5050/ofiii177/index.m3u8?proxy=true
國際大小事,http://220.135.64.124:5050/ofiii55/index.m3u8?proxy=true
國色芳華,http://220.135.64.124:5050/ofiii109/index.m3u8?proxy=true
海派甜心,http://220.135.64.124:5050/ofiii195/index.m3u8?proxy=true
好搭檔,http://220.135.64.124:5050/ofiii147/index.m3u8?proxy=true
好運家,http://220.135.64.124:5050/ofiii121/index.m3u8?proxy=true
第1財經,http://220.135.64.124:5050/ofiii64/index.m3u8?proxy=true
健康2.0,http://220.135.64.124:5050/ofiii132/index.m3u8?proxy=true
健康問良醫,http://220.135.64.124:5050/ofiii92/index.m3u8?proxy=true
進擊的台灣,http://220.135.64.124:5050/ofiii237/index.m3u8?proxy=true
回到20歲,http://220.135.64.124:5050/ofiii145/index.m3u8?proxy=true
錦繡安寧,http://220.135.64.124:5050/ofiii100/index.m3u8?proxy=true
經典劇場,http://220.135.64.124:5050/ofiii38/index.m3u8?proxy=true
麻醉風暴,http://220.135.64.124:5050/ofiii158/index.m3u8?proxy=true
軍師聯盟,http://220.135.64.124:5050/ofiii106/index.m3u8?proxy=true
軍師聯盟2 虎嘯龍吟,http://220.135.64.124:5050/ofiii107/index.m3u8?proxy=true
啦啦隊獨家專訪,http://220.135.64.124:5050/ofiii88/index.m3u8?proxy=true
凌晨兩點的灰姑娘,http://220.135.64.124:5050/ofiii149/index.m3u8?proxy=true
木曜4超玩 一日系列,http://220.135.64.124:5050/ofiii140/index.m3u8?proxy=true
村裡來了個暴走女外科,http://220.135.64.124:5050/ofiii153/index.m3u8?proxy=true
周星馳台,http://220.135.64.124:5050/ofiii73/index.m3u8?proxy=true
歐飛電影台,http://220.135.64.124:5050/ofiii74/index.m3u8?proxy=true
歐飛動作電影台,http://220.135.64.124:5050/ofiii75/index.m3u8?proxy=true
請叫我總監,http://220.135.64.124:5050/ofiii122/index.m3u8?proxy=true
請問今晚住誰家,http://220.135.64.124:5050/ofiii242/index.m3u8?proxy=true
披荊斬棘的大小姐,http://220.135.64.124:5050/ofiii112/index.m3u8?proxy=true
全國大罷免,http://220.135.64.124:5050/ofiii56/index.m3u8?proxy=true
全民星攻略,http://220.135.64.124:5050/ofiii131/index.m3u8?proxy=true
生命的贏家,http://220.135.64.124:5050/ofiii192/index.m3u8?proxy=true
社會NOW什麼,http://220.135.64.124:5050/ofiii85/index.m3u8?proxy=true
人氣動漫預告,http://220.135.64.124:5050/ofiii97/index.m3u8?proxy=true
去有風的地方,http://220.135.64.124:5050/ofiii116/index.m3u8?proxy=true
柯文哲政治風波,http://220.135.64.124:5050/ofiii51/index.m3u8?proxy=true
食尚玩家-2天1夜go,http://220.135.64.124:5050/ofiii227/index.m3u8?proxy=true
食尚玩家-Hello腹餓代,http://220.135.64.124:5050/ofiii225/index.m3u8?proxy=true
食尚玩家-瘋狂總部,http://220.135.64.124:5050/ofiii230/index.m3u8?proxy=true
食尚玩家-魚肉鄉民,http://220.135.64.124:5050/ofiii229/index.m3u8?proxy=true
食尚玩家-熱血48小時,http://220.135.64.124:5050/ofiii228/index.m3u8?proxy=true
食尚玩家-天菜就醬吃,http://220.135.64.124:5050/ofiii226/index.m3u8?proxy=true
忍者亂太郎(中文版),http://220.135.64.124:5050/ofiii182/index.m3u8?proxy=true
史上最強弟子兼一(中文版),http://220.135.64.124:5050/ofiii180/index.m3u8?proxy=true
掏掏新聞,http://220.135.64.124:5050/ofiii50/index.m3u8?proxy=true
私藏浪漫,http://220.135.64.124:5050/ofiii115/index.m3u8?proxy=true
頭腦共助,http://220.135.64.124:5050/ofiii148/index.m3u8?proxy=true
俗女養成記,http://220.135.64.124:5050/ofiii157/index.m3u8?proxy=true
世界第一等,http://220.135.64.124:5050/ofiii238/index.m3u8?proxy=true
台灣第一等,http://220.135.64.124:5050/ofiii239/index.m3u8?proxy=true
台灣啟示錄,http://220.135.64.124:5050/ofiii133/index.m3u8?proxy=true
台灣真善美,http://220.135.64.124:5050/ofiii241/index.m3u8?proxy=true
台灣靈異事件,http://220.135.64.124:5050/ofiii150/index.m3u8?proxy=true
台灣1001個故事,http://220.135.64.124:5050/ofiii235/index.m3u8?proxy=true
台灣壹百種味道,http://220.135.64.124:5050/ofiii245/index.m3u8?proxy=true
泰可愛旋風,http://220.135.64.124:5050/ofiii89/index.m3u8?proxy=true
饕客揪愛吃,http://220.135.64.124:5050/ofiii96/index.m3u8?proxy=true
威廉沈歡樂送,http://220.135.64.124:5050/ofiii139/index.m3u8?proxy=true
我的婆婆怎麼那麼可愛,http://220.135.64.124:5050/ofiii152/index.m3u8?proxy=true
我們這一家,http://220.135.64.124:5050/ofiii166/index.m3u8?proxy=true
武媚娘傳奇,http://220.135.64.124:5050/ofiii104/index.m3u8?proxy=true
夏目友人帳,http://220.135.64.124:5050/ofiii174/index.m3u8?proxy=true
紓壓雷雨聲,http://220.135.64.124:5050/ofiii250/index.m3u8?proxy=true
療癒下雨聲,http://220.135.64.124:5050/ofiii251/index.m3u8?proxy=true
外燒柴火聲,http://220.135.64.124:5050/ofiii253/index.m3u8?proxy=true
放鬆的爵士午後,http://220.135.64.124:5050/ofiii252/index.m3u8?proxy=true
夏日陽光海浪聲,http://220.135.64.124:5050/ofiii254/index.m3u8?proxy=true
向風而行,http://220.135.64.124:5050/ofiii118/index.m3u8?proxy=true
鄉民大學問,http://220.135.64.124:5050/ofiii83/index.m3u8?proxy=true
演唱會直擊,http://220.135.64.124:5050/ofiii91/index.m3u8?proxy=true
野球名人房,http://220.135.64.124:5050/ofiii84/index.m3u8?proxy=true
新忍者哈特利,http://220.135.64.124:5050/ofiii184/index.m3u8?proxy=true
一把青,http://220.135.64.124:5050/ofiii154/index.m3u8?proxy=true
一字千金,http://220.135.64.124:5050/ofiii142/index.m3u8?proxy=true
一步一腳印 發現新台灣,http://220.135.64.124:5050/ofiii136/index.m3u8?proxy=true
醫師好辣,http://220.135.64.124:5050/ofiii128/index.m3u8?proxy=true
月嫂先生,http://220.135.64.124:5050/ofiii124/index.m3u8?proxy=true
早餐中國,http://220.135.64.124:5050/ofiii243/index.m3u8?proxy=true
以愛為營,http://220.135.64.124:5050/ofiii117/index.m3u8?proxy=true
以家人之名,http://220.135.64.124:5050/ofiii119/index.m3u8?proxy=true
溢遊未盡,http://220.135.64.124:5050/ofiii240/index.m3u8?proxy=true
溢起趣打卡,http://220.135.64.124:5050/ofiii244/index.m3u8?proxy=true
銀髮聚樂部,http://220.135.64.124:5050/ofiii99/index.m3u8?proxy=true
葬送的芙莉蓮,http://220.135.64.124:5050/ofiii179/index.m3u8?proxy=true
詹姆士出走料理,http://220.135.64.124:5050/ofiii236/index.m3u8?proxy=true
中天亞洲精采台,http://220.135.64.124:5050/ofiii36/index.m3u8?proxy=true
中華一番(中文版),http://220.135.64.124:5050/ofiii168/index.m3u8?proxy=true
Yes娛樂,http://220.135.64.124:5050/ofiii47/index.m3u8?proxy=true
11點熱吵店,http://220.135.64.124:5050/ofiii143/index.m3u8?proxy=true
WTO姐妹會,http://220.135.64.124:5050/ofiii129/index.m3u8?proxy=true
SiCAR愛車酷,http://220.135.64.124:5050/ofiii216/index.m3u8?proxy=true
ASMR行車紀錄,http://220.135.64.124:5050/ofiii94/index.m3u8?proxy=true
TVBS食尚玩家,http://220.135.64.124:5050/ofiii31/index.m3u8?proxy=true
Golden 強片台,http://220.135.64.124:5050/ofiii70/index.m3u8?proxy=true
Freeman @台灣,http://220.135.64.124:5050/ofiii95/index.m3u8?proxy=true
JOJO 的奇妙冒險,http://220.135.64.124:5050/ofiii178/index.m3u8?proxy=true
Focus探索新知台,http://220.135.64.124:5050/ofiii82/index.m3u8?proxy=true
Focus風采戲劇台,http://220.135.64.124:5050/ofiii1048/index.m3u8?proxy=true
WIND BREAKER—防風少年,http://220.135.64.124:5050/ofiii161/index.m3u8?proxy=true
SPY X FAMILY 間諜家家酒,http://220.135.64.124:5050/ofiii170/index.m3u8?proxy=true
SPY X FAMILY 間諜家家酒(中文版),http://220.135.64.124:5050/ofiii171/index.m3u8?proxy=true
關於我轉生變成史萊姆這檔事(國),http://220.135.64.124:5050/ofiii173/index.m3u8?proxy=true
家庭教師HITMAN REBORN!(中文版),http://220.135.64.124:5050/ofiii175/index.m3u8?proxy=true
擁有超常技能的異世界流浪美食家,http://220.135.64.124:5050/ofiii160/index.m3u8?proxy=true
無職轉生，到了異世界就拿出真本事,http://220.135.64.124:5050/ofiii172/index.m3u8?proxy=true
雖然等級只有1級但固有技能是最強的,http://220.135.64.124:5050/ofiii159/index.m3u8?proxy=true
在異世界獲得超強能力的我，在現實世界照樣無敵～等級提升改變人生命運～,http://220.135.64.124:5050/ofiii162/index.m3u8?proxy=true

--綫路叁4GTV--
🌏綜合其他,#genre#
中視 HD,http://mianti.pendy.dpdns.org/4gtv-4gtv040/index.m3u8?proxy=true
中視 HD,http://mianti.pendy.dpdns.org/li-4gtv-4gtv040/index.m3u8?proxy=true
中視 HD,http://mianti.pendy.dpdns.org/of-4gtv-4gtv040/index.m3u8?proxy=true
華視 HD,http://mianti.pendy.dpdns.org/4gtv-4gtv041/index.m3u8?proxy=true
華視 HD,http://mianti.pendy.dpdns.org/li-4gtv-4gtv041/index.m3u8?proxy=true
華視 HD,http://mianti.pendy.dpdns.org/of-4gtv-4gtv041/index.m3u8?proxy=true
台視 HD,http://mianti.pendy.dpdns.org/4gtv-4gtv066/index.m3u8?proxy=true
台視 HD,http://mianti.pendy.dpdns.org/li-4gtv-4gtv066/index.m3u8?proxy=true
民視 HD,http://mianti.pendy.dpdns.org/4gtv-4gtv002/index.m3u8?proxy=true
TVBS HD,http://mianti.pendy.dpdns.org/4gtv-4gtv073/index.m3u8?proxy=true
TVBS HD,http://mianti.pendy.dpdns.org/li-4gtv-4gtv073/index.m3u8?proxy=true
中天亞洲台,http://mianti.pendy.dpdns.org/4gtv-4gtv109/index.m3u8?proxy=true
中視菁采台,http://mianti.pendy.dpdns.org/4gtv-4gtv064/index.m3u8?proxy=true
中視菁采台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv064/index.m3u8?proxy=true
民視第一台,http://mianti.pendy.dpdns.org/4gtv-4gtv003/index.m3u8?proxy=true
民視第一台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv003/index.m3u8?proxy=true
民視台灣台,http://mianti.pendy.dpdns.org/4gtv-4gtv001/index.m3u8?proxy=true
民視台灣台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv001/index.m3u8?proxy=true
大愛電視,http://mianti.pendy.dpdns.org/4gtv-live007/index.m3u8?proxy=true
大愛二台,http://mianti.pendy.dpdns.org/4gtv-live106/index.m3u8?proxy=true
人間衛視,http://mianti.pendy.dpdns.org/4gtv-live008/index.m3u8?proxy=true
國會頻道1,http://mianti.pendy.dpdns.org/4gtv-4gtv084/index.m3u8?proxy=true
國會頻道1,http://mianti.pendy.dpdns.org/li-4gtv-4gtv084/index.m3u8?proxy=true
國會頻道1,http://mianti.pendy.dpdns.org/of-4gtv-4gtv084/index.m3u8?proxy=true
國會頻道2,http://mianti.pendy.dpdns.org/4gtv-4gtv085/index.m3u8?proxy=true
國會頻道2,http://mianti.pendy.dpdns.org/li-4gtv-4gtv085/index.m3u8?proxy=true
國會頻道2,http://mianti.pendy.dpdns.org/of-4gtv-4gtv085/index.m3u8?proxy=true
好消息1台,http://mianti.pendy.dpdns.org/litv-ftv16/index.m3u8?proxy=true
好消息1台,http://mianti.pendy.dpdns.org/li-litv-ftv16/index.m3u8?proxy=true
好消息1台,http://mianti.pendy.dpdns.org/of-litv-ftv16/index.m3u8?proxy=true
好消息2台,http://mianti.pendy.dpdns.org/litv-ftv17/index.m3u8?proxy=true
好消息2台,http://mianti.pendy.dpdns.org/li-litv-ftv17/index.m3u8?proxy=true
好消息2台,http://mianti.pendy.dpdns.org/of-litv-ftv17/index.m3u8?proxy=true
三立綜合台,http://mianti.pendy.dpdns.org/4gtv-live207/index.m3u8?proxy=true
靖天綜合台,http://mianti.pendy.dpdns.org/4gtv-4gtv046/index.m3u8?proxy=true
靖天綜合台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv046/index.m3u8?proxy=true
靖天日本台,http://mianti.pendy.dpdns.org/4gtv-4gtv047/index.m3u8?proxy=true
靖天日本台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv047/index.m3u8?proxy=true
靖天育樂台,http://mianti.pendy.dpdns.org/4gtv-4gtv062/index.m3u8?proxy=true
靖天育樂台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv062/index.m3u8?proxy=true
靖天資訊台,http://mianti.pendy.dpdns.org/4gtv-4gtv065/index.m3u8?proxy=true
靖天資訊台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv065/index.m3u8?proxy=true
客家電視台,http://mianti.pendy.dpdns.org/4gtv-4gtv043/index.m3u8?proxy=true
客家電視台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv043/index.m3u8?proxy=true
東森購物一台,http://mianti.pendy.dpdns.org/4gtv-live047/index.m3u8?proxy=true
東森購物一台,http://mianti.pendy.dpdns.org/4gtv-4gtv102/index.m3u8?proxy=true
東森購物一台,http://mianti.pendy.dpdns.org/of-4gtv-4gtv102/index.m3u8?proxy=true
東森購物二台,http://mianti.pendy.dpdns.org/4gtv-live046/index.m3u8?proxy=true
東森購物二台,http://mianti.pendy.dpdns.org/4gtv-4gtv103/index.m3u8?proxy=true
東森購物二台,http://mianti.pendy.dpdns.org/of-4gtv-4gtv103/index.m3u8?proxy=true
東森購物三台,http://mianti.pendy.dpdns.org/4gtv-live048/index.m3u8?proxy=true
東森購物四台,http://mianti.pendy.dpdns.org/4gtv-live049/index.m3u8?proxy=true
新唐人亞太台,http://mianti.pendy.dpdns.org/4gtv-live050/index.m3u8?proxy=true
原住民族電視台,http://mianti.pendy.dpdns.org/4gtv-live014/index.m3u8?proxy=true
KMTV韓國娛樂台,http://mianti.pendy.dpdns.org/4gtv-4gtv016/index.m3u8?proxy=true
KMTV韓國娛樂台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv016/index.m3u8?proxy=true
KLT 靖天國際台,http://mianti.pendy.dpdns.org/4gtv-4gtv063/index.m3u8?proxy=true
KLT 靖天國際台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv063/index.m3u8?proxy=true
Nice TV 靖天歡樂台,http://mianti.pendy.dpdns.org/4gtv-4gtv054/index.m3u8?proxy=true
Nice TV 靖天歡樂台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv054/index.m3u8?proxy=true
ARIRANG 阿里郎頻道,http://mianti.pendy.dpdns.org/4gtv-4gtv079/index.m3u8?proxy=true
ARIRANG 阿里郎頻道,http://mianti.pendy.dpdns.org/li-4gtv-4gtv079/index.m3u8?proxy=true

🎬電影戲劇,#genre#
中視經典台,http://mianti.pendy.dpdns.org/4gtv-4gtv080/index.m3u8?proxy=true
中視經典台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv080/index.m3u8?proxy=true
民視影劇台,http://mianti.pendy.dpdns.org/litv-ftv09/index.m3u8?proxy=true
民視影劇台,http://mianti.pendy.dpdns.org/li-litv-ftv09/index.m3u8?proxy=true
公視戲劇台,http://mianti.pendy.dpdns.org/4gtv-4gtv042/index.m3u8?proxy=true
公視戲劇台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv042/index.m3u8?proxy=true
靖天戲劇台,http://mianti.pendy.dpdns.org/4gtv-4gtv058/index.m3u8?proxy=true
靖天戲劇台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv058/index.m3u8?proxy=true
靖洋戲劇台,http://mianti.pendy.dpdns.org/4gtv-4gtv045/index.m3u8?proxy=true
靖洋戲劇台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv045/index.m3u8?proxy=true
采昌影劇台,http://mianti.pendy.dpdns.org/4gtv-4gtv049/index.m3u8?proxy=true
采昌影劇台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv049/index.m3u8?proxy=true
靖天電影台,http://mianti.pendy.dpdns.org/4gtv-4gtv061/index.m3u8?proxy=true
靖天電影台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv061/index.m3u8?proxy=true
靖天映畫台,http://mianti.pendy.dpdns.org/4gtv-4gtv055/index.m3u8?proxy=true
靖天映畫台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv055/index.m3u8?proxy=true
經典電影台,http://mianti.pendy.dpdns.org/4gtv-live021/index.m3u8?proxy=true
龍華電影台,http://mianti.pendy.dpdns.org/litv-longturn03/index.m3u8?proxy=true
龍華電影台,http://mianti.pendy.dpdns.org/li-litv-longturn03/index.m3u8?proxy=true
龍華洋片台,http://mianti.pendy.dpdns.org/litv-longturn02/index.m3u8?proxy=true
龍華洋片台,http://mianti.pendy.dpdns.org/li-litv-longturn02/index.m3u8?proxy=true
龍華日韓台,http://mianti.pendy.dpdns.org/litv-longturn11/index.m3u8?proxy=true
龍華日韓台,http://mianti.pendy.dpdns.org/li-litv-longturn11/index.m3u8?proxy=true
龍華偶像台,http://mianti.pendy.dpdns.org/litv-longturn12/index.m3u8?proxy=true
龍華偶像台,http://mianti.pendy.dpdns.org/li-litv-longturn12/index.m3u8?proxy=true
龍華戲劇台,http://mianti.pendy.dpdns.org/litv-longturn18/index.m3u8?proxy=true
龍華戲劇台,http://mianti.pendy.dpdns.org/li-litv-longturn18/index.m3u8?proxy=true
龍華經典台,http://mianti.pendy.dpdns.org/litv-longturn21/index.m3u8?proxy=true
龍華經典台,http://mianti.pendy.dpdns.org/li-litv-longturn21/index.m3u8?proxy=true
台灣戲劇台,http://mianti.pendy.dpdns.org/li-litv-longturn22/index.m3u8?proxy=true
台灣戲劇台,http://mianti.pendy.dpdns.org/litv-longturn22/index.m3u8?proxy=true
金光布袋戲,http://mianti.pendy.dpdns.org/4gtv-live144/index.m3u8?proxy=true
霹靂布袋戲,http://mianti.pendy.dpdns.org/4gtv-live145/index.m3u8?proxy=true
戲劇免費看 1台,http://mianti.pendy.dpdns.org/4gtv-live010/index.m3u8?proxy=true
影迷數位電影台,http://mianti.pendy.dpdns.org/4gtv-4gtv011/index.m3u8?proxy=true
影迷數位電影台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv011/index.m3u8?proxy=true
AMC電影台,http://mianti.pendy.dpdns.org/4gtv-4gtv017/index.m3u8?proxy=true
AMC電影台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv017/index.m3u8?proxy=true
HITS電影台,http://mianti.pendy.dpdns.org/4gtv-live620/index.m3u8?proxy=true
TVBS台劇台,http://mianti.pendy.dpdns.org/4gtv-live088/index.m3u8?proxy=true
CinemaWorld,http://mianti.pendy.dpdns.org/4gtv-live069/index.m3u8?proxy=true
ROCK Action,http://mianti.pendy.dpdns.org/4gtv-live138/index.m3u8?proxy=true
ROCK Entertainment,http://mianti.pendy.dpdns.org/4gtv-live080/index.m3u8?proxy=true
My Cinema Europe HD 我的歐洲電影,http://mianti.pendy.dpdns.org/4gtv-live157/index.m3u8?proxy=true

📻音樂綜藝,#genre#
民視綜藝台,http://mianti.pendy.dpdns.org/4gtv-4gtv004/index.m3u8?proxy=true
民視綜藝台,http://mianti.pendy.dpdns.org/li-4gtv-4gtv004/index.m3u8?proxy=true
八大綜藝台,http://mianti.pendy.dpdns.org/4gtv-4gtv039/index.m3u8?proxy=true
